,Load_Main,Load_AreaA,Load_AreaB,Load_AreaC,Temperature
2023-01-18 02:30:00,622.100,370.374,686.645,574.088,390.912
2023-01-18 02:45:00,634.290,454.322,727.995,596.891,385.836
2023-01-18 03:00:00,626.399,406.599,670.565,548.860,370.148
2023-01-18 03:15:00,631.511,399.178,762.462,594.330,347.735
2023-01-18 03:30:00,629.743,448.396,736.425,602.477,348.534
2023-01-18 03:45:00,660.688,420.646,801.191,600.290,376.118
2023-01-18 04:00:00,649.172,399.203,751.701,578.293,365.218
2023-01-18 04:15:00,698.750,436.430,802.373,662.403,385.470
2023-01-18 04:30:00,687.871,425.685,795.065,670.670,362.156
2023-01-18 04:45:00,619.550,376.057,690.098,573.238,343.403
2023-01-18 05:00:00,592.323,367.674,641.381,525.513,341.070
2023-01-18 05:15:00,570.815,431.403,624.933,525.021,350.438
2023-01-18 05:30:00,623.757,376.696,703.679,555.514,363.310
2023-01-18 05:45:00,596.373,350.339,657.562,564.417,359.601
2023-01-18 06:00:00,621.674,411.039,758.084,570.826,368.939
2023-01-18 06:15:00,636.226,411.647,709.088,564.912,343.880
2023-01-18 06:30:00,548.047,372.732,642.850,508.591,358.366
2023-01-18 06:45:00,576.326,360.760,681.475,515.802,363.725
2023-01-18 07:00:00,623.286,383.423,756.377,544.492,370.084
2023-01-18 07:15:00,586.340,422.964,696.105,556.137,345.006
2023-01-18 07:30:00,528.945,303.522,602.736,493.199,356.061
2023-01-18 07:45:00,518.879,346.286,651.302,467.048,309.267
2023-01-18 08:00:00,590.900,401.343,639.727,571.614,373.984
2023-01-18 08:15:00,572.907,392.932,628.761,510.646,333.528
2023-01-18 08:30:00,520.698,330.869,605.840,469.479,351.974
2023-01-18 08:45:00,492.207,288.729,568.786,461.081,325.245
2023-01-18 09:00:00,520.751,375.976,625.012,498.369,344.413
2023-01-18 09:15:00,472.292,295.851,548.273,443.110,312.734
2023-01-18 09:30:00,490.237,356.904,575.581,438.611,324.140
2023-01-18 09:45:00,453.197,303.780,553.054,411.720,301.841
2023-01-18 10:00:00,403.442,250.139,468.463,356.970,263.079
2023-01-18 10:15:00,404.646,272.856,487.090,364.963,301.553
2023-01-18 10:30:00,447.630,319.729,490.593,406.174,294.265
2023-01-18 10:45:00,384.667,252.086,420.297,363.052,275.623
2023-01-18 11:00:00,399.032,240.931,487.080,351.929,251.053
2023-01-18 11:15:00,377.487,200.678,437.983,368.294,267.801
2023-01-18 11:30:00,380.681,236.836,443.200,349.677,279.421
2023-01-18 11:45:00,327.461,233.040,354.387,282.478,282.049
2023-01-18 12:00:00,314.654,179.267,348.774,298.031,244.694
2023-01-18 12:15:00,319.748,224.865,376.885,291.525,241.734
2023-01-18 12:30:00,310.795,202.722,347.779,275.810,232.456
2023-01-18 12:45:00,312.818,221.969,332.159,318.956,233.711
2023-01-18 13:00:00,300.239,136.675,318.065,269.342,272.238
2023-01-18 13:15:00,327.495,177.364,356.225,291.306,231.833
2023-01-18 13:30:00,294.620,179.938,327.966,292.185,230.389
2023-01-18 13:45:00,302.168,243.066,338.644,289.079,266.490
2023-01-18 14:00:00,303.927,178.696,399.704,296.210,262.319
2023-01-18 14:15:00,293.684,187.725,367.310,257.802,279.163
2023-01-18 14:30:00,309.833,255.160,365.810,289.885,263.245
2023-01-18 14:45:00,295.417,202.737,399.326,241.283,242.576
2023-01-18 15:00:00,315.168,226.350,358.746,247.705,257.223
2023-01-18 15:15:00,275.907,163.282,332.509,240.835,212.153
2023-01-18 15:30:00,302.696,226.227,358.622,279.518,239.273
2023-01-18 15:45:00,341.145,255.029,407.438,366.658,239.081
2023-01-18 16:00:00,282.646,196.260,301.094,287.530,258.798
2023-01-18 16:15:00,284.254,182.616,317.150,237.456,207.266
2023-01-18 16:30:00,299.061,208.375,317.951,294.399,235.200
2023-01-18 16:45:00,287.422,146.182,343.580,234.826,216.071
2023-01-18 17:00:00,281.343,210.089,323.650,292.562,250.693
2023-01-18 17:15:00,273.511,156.554,254.308,240.513,232.464
2023-01-18 17:30:00,263.939,164.595,319.963,230.183,225.040
2023-01-18 17:45:00,259.094,201.350,304.894,260.811,202.372
2023-01-18 18:00:00,231.769,178.089,321.069,200.927,238.377
2023-01-18 18:15:00,204.380,92.319,264.701,226.491,185.031
2023-01-18 18:30:00,204.706,109.376,271.022,175.786,194.592
2023-01-18 18:45:00,209.990,152.496,205.366,212.716,203.919
2023-01-18 19:00:00,157.903,59.152,217.371,147.822,192.830
2023-01-18 19:15:00,127.631,118.444,140.539,132.354,165.864
2023-01-18 19:30:00,149.788,100.310,150.115,115.635,205.779
2023-01-18 19:45:00,115.141,110.165,57.359,65.594,167.056
2023-01-18 20:00:00,68.707,26.038,121.041,42.559,177.475
2023-01-18 20:15:00,116.462,59.296,124.825,98.259,150.026
2023-01-18 20:30:00,86.069,81.798,95.068,74.785,163.933
2023-01-18 20:45:00,94.474,53.998,118.918,76.266,144.488
2023-01-18 21:00:00,109.217,39.968,185.193,53.475,160.876
2023-01-18 21:15:00,104.269,81.812,112.683,81.876,137.726
2023-01-18 21:30:00,117.181,36.359,134.265,108.677,191.619
2023-01-18 21:45:00,122.197,115.482,171.524,107.068,193.616
2023-01-18 22:00:00,161.599,109.645,176.908,140.436,206.706
2023-01-18 22:15:00,160.072,81.805,157.483,137.144,201.339
2023-01-18 22:30:00,190.095,152.191,148.581,176.128,245.463
2023-01-18 22:45:00,220.144,172.163,295.926,179.494,211.865
2023-01-18 23:00:00,210.528,136.936,249.746,188.290,234.564
2023-01-18 23:15:00,291.813,246.563,353.058,259.501,236.548
2023-01-18 23:30:00,272.010,233.115,297.254,222.775,239.789
2023-01-18 23:45:00,337.039,227.159,409.347,306.083,269.638
2023-01-19 00:00:00,341.682,248.728,374.252,270.652,224.040
2023-01-19 00:15:00,412.873,301.087,480.009,364.906,283.120
2023-01-19 00:30:00,398.786,230.838,462.054,374.294,275.521
2023-01-19 00:45:00,431.802,287.840,532.712,406.320,292.271
2023-01-19 01:00:00,461.136,282.693,551.011,424.536,291.533
2023-01-19 01:15:00,463.180,280.495,512.608,431.071,308.247
2023-01-19 01:30:00,529.563,347.256,628.238,500.835,338.249
2023-01-19 01:45:00,492.535,325.066,554.667,455.434,298.931
2023-01-19 02:00:00,500.617,285.101,549.718,486.451,320.922
2023-01-19 02:15:00,572.131,380.478,675.582,479.687,344.383
2023-01-19 02:30:00,585.325,374.187,679.331,556.644,375.829
2023-01-19 02:45:00,593.800,420.918,644.601,498.454,367.936
2023-01-19 03:00:00,597.984,417.757,671.195,536.358,345.346
2023-01-19 03:15:00,609.411,374.717,724.676,576.728,381.366
2023-01-19 03:30:00,573.066,405.311,671.478,540.864,348.302
2023-01-19 03:45:00,603.335,405.567,707.629,533.730,362.471
2023-01-19 04:00:00,534.772,342.145,674.039,490.934,317.282
2023-01-19 04:15:00,572.553,359.355,690.308,513.653,352.661
2023-01-19 04:30:00,582.056,349.645,665.627,554.134,369.827
2023-01-19 04:45:00,579.569,346.270,653.579,531.502,347.497
2023-01-19 05:00:00,574.409,327.688,638.807,514.197,378.212
2023-01-19 05:15:00,591.242,384.829,665.215,552.341,372.752
2023-01-19 05:30:00,513.575,282.322,539.438,485.229,310.411
2023-01-19 05:45:00,536.194,326.863,577.708,489.004,339.183
2023-01-19 06:00:00,514.927,351.124,613.215,488.107,301.191
2023-01-19 06:15:00,498.997,361.680,622.960,493.433,302.206
2023-01-19 06:30:00,542.806,324.114,625.995,453.611,305.798
2023-01-19 06:45:00,584.681,395.283,649.899,564.439,324.963
2023-01-19 07:00:00,498.883,316.532,464.772,490.478,314.220
2023-01-19 07:15:00,530.470,331.900,664.564,497.913,328.771
2023-01-19 07:30:00,564.536,370.815,606.383,512.497,349.904
2023-01-19 07:45:00,521.110,322.350,552.169,445.130,312.307
2023-01-19 08:00:00,533.743,344.828,604.286,491.978,348.505
2023-01-19 08:15:00,492.766,322.071,565.327,444.489,313.260
2023-01-19 08:30:00,476.896,338.997,548.762,408.141,316.342
2023-01-19 08:45:00,422.985,309.378,459.075,374.699,231.200
2023-01-19 09:00:00,451.670,278.622,532.724,414.659,300.722
2023-01-19 09:15:00,381.653,241.326,422.204,357.048,286.830
2023-01-19 09:30:00,444.344,308.929,495.093,386.253,256.763
2023-01-19 09:45:00,399.038,254.851,449.975,314.753,280.209
2023-01-19 10:00:00,392.775,273.162,430.030,355.728,262.906
2023-01-19 10:15:00,401.089,283.263,421.115,348.806,308.167
2023-01-19 10:30:00,344.278,249.260,357.872,307.136,234.542
2023-01-19 10:45:00,389.088,255.102,412.086,312.930,314.535
2023-01-19 11:00:00,299.751,165.751,359.309,268.714,263.161
2023-01-19 11:15:00,330.106,210.371,392.393,311.889,254.087
2023-01-19 11:30:00,292.905,177.706,328.240,259.718,211.322
2023-01-19 11:45:00,248.509,180.959,278.774,230.901,211.145
2023-01-19 12:00:00,266.644,211.455,344.001,238.840,239.009
2023-01-19 12:15:00,264.097,210.504,320.166,199.604,227.624
2023-01-19 12:30:00,256.905,189.127,345.517,238.135,202.989
2023-01-19 12:45:00,237.673,131.118,254.850,201.399,235.005
2023-01-19 13:00:00,219.834,177.971,215.531,173.103,206.205
2023-01-19 13:15:00,254.459,176.061,324.529,249.023,226.872
2023-01-19 13:30:00,215.151,119.229,246.765,203.865,223.967
2023-01-19 13:45:00,261.428,191.477,274.952,227.045,240.452
2023-01-19 14:00:00,242.502,152.100,294.519,219.689,236.441
2023-01-19 14:15:00,225.862,98.072,237.180,211.322,222.920
2023-01-19 14:30:00,235.734,128.720,293.142,179.504,202.240
2023-01-19 14:45:00,229.875,147.786,279.907,186.395,211.189
2023-01-19 15:00:00,258.350,165.308,289.871,213.641,247.632
2023-01-19 15:15:00,270.963,149.502,257.634,260.234,204.104
2023-01-19 15:30:00,218.597,160.865,221.845,235.550,187.134
2023-01-19 15:45:00,251.513,176.478,337.828,244.399,230.347
2023-01-19 16:00:00,242.564,121.772,334.803,225.748,215.401
2023-01-19 16:15:00,252.180,229.751,372.991,209.406,190.714
2023-01-19 16:30:00,241.233,126.436,290.230,238.228,229.074
2023-01-19 16:45:00,217.336,129.825,215.054,191.975,215.087
2023-01-19 17:00:00,217.211,150.572,292.640,177.582,254.303
2023-01-19 17:15:00,198.479,117.648,219.798,198.497,202.879
2023-01-19 17:30:00,220.090,179.415,231.269,231.740,246.197
2023-01-19 17:45:00,188.095,117.880,227.022,189.299,212.943
2023-01-19 18:00:00,207.592,111.892,299.432,243.311,169.162
2023-01-19 18:15:00,157.063,117.454,177.253,127.810,183.376
2023-01-19 18:30:00,129.621,11.768,149.608,108.936,170.692
2023-01-19 18:45:00,98.666,77.478,64.437,71.397,157.863
2023-01-19 19:00:00,78.174,83.061,93.348,52.411,135.713
2023-01-19 19:15:00,66.546,-14.412,97.823,91.961,161.053
2023-01-19 19:30:00,86.778,46.305,96.990,55.461,148.516
2023-01-19 19:45:00,80.618,11.248,92.279,62.126,173.413
2023-01-19 20:00:00,32.568,21.497,44.657,57.699,151.548
2023-01-19 20:15:00,71.879,102.809,49.087,74.626,144.453
2023-01-19 20:30:00,41.493,32.702,-25.171,15.825,125.679
2023-01-19 20:45:00,47.297,25.278,51.086,41.737,128.868
2023-01-19 21:00:00,71.371,-24.218,74.857,28.289,149.033
2023-01-19 21:15:00,74.294,20.638,103.679,63.928,155.517
2023-01-19 21:30:00,61.718,36.792,147.684,58.469,136.621
2023-01-19 21:45:00,59.942,41.291,110.406,58.248,136.507
2023-01-19 22:00:00,49.363,40.664,-9.056,86.718,144.879
2023-01-19 22:15:00,100.767,84.701,196.547,109.056,178.903
2023-01-19 22:30:00,136.609,66.154,178.348,99.926,179.022
2023-01-19 22:45:00,155.211,101.889,170.023,145.186,181.582
2023-01-19 23:00:00,194.601,114.083,271.036,177.595,202.109
2023-01-19 23:15:00,241.437,133.476,195.953,263.165,184.249
2023-01-19 23:30:00,239.868,134.118,258.423,210.969,211.775
2023-01-19 23:45:00,283.507,197.801,332.339,263.694,210.783
2023-01-20 00:00:00,310.697,137.848,359.456,291.717,234.465
2023-01-20 00:15:00,355.481,184.686,457.253,303.507,245.725
2023-01-20 00:30:00,343.223,302.275,432.482,282.229,240.577
2023-01-20 00:45:00,437.832,267.978,525.334,397.824,277.401
2023-01-20 01:00:00,425.865,313.534,480.881,406.465,332.202
2023-01-20 01:15:00,436.403,282.046,532.627,372.606,293.545
2023-01-20 01:30:00,480.394,298.217,533.315,439.767,333.837
2023-01-20 01:45:00,486.138,332.420,583.773,432.521,328.147
2023-01-20 02:00:00,527.487,344.881,583.283,442.695,343.387
2023-01-20 02:15:00,497.353,318.803,581.370,462.694,328.729
2023-01-20 02:30:00,512.659,332.129,542.972,480.649,362.611
2023-01-20 02:45:00,546.212,364.889,661.281,517.265,346.180
2023-01-20 03:00:00,517.283,319.029,580.649,493.131,294.866
2023-01-20 03:15:00,570.873,359.021,612.694,523.021,345.213
2023-01-20 03:30:00,558.419,338.534,611.345,522.555,324.534
2023-01-20 03:45:00,538.860,320.073,609.882,499.885,310.344
2023-01-20 04:00:00,544.671,400.289,597.181,444.488,345.638
2023-01-20 04:15:00,513.578,311.169,613.660,439.496,288.094
2023-01-20 04:30:00,538.207,374.799,610.050,478.860,337.238
2023-01-20 04:45:00,495.494,313.176,599.737,457.007,288.542
2023-01-20 05:00:00,529.728,357.835,600.134,493.240,328.733
2023-01-20 05:15:00,477.526,310.344,572.102,453.671,324.989
2023-01-20 05:30:00,581.855,333.424,669.420,550.149,340.988
2023-01-20 05:45:00,508.520,331.262,576.498,471.931,302.121
2023-01-20 06:00:00,535.169,363.003,582.144,503.184,327.937
2023-01-20 06:15:00,547.959,332.299,632.324,537.849,350.331
2023-01-20 06:30:00,513.120,391.571,613.620,481.109,330.709
2023-01-20 06:45:00,515.008,355.060,570.259,473.069,324.713
2023-01-20 07:00:00,481.129,333.258,552.899,452.718,297.392
2023-01-20 07:15:00,506.474,352.387,564.794,483.900,315.264
2023-01-20 07:30:00,467.938,245.808,600.087,464.591,319.589
2023-01-20 07:45:00,453.774,312.575,531.824,393.385,299.103
2023-01-20 08:00:00,637.571,471.323,736.085,550.498,379.385
2023-01-20 08:15:00,453.946,314.050,506.494,422.192,295.096
2023-01-20 08:30:00,422.417,268.001,514.065,356.827,268.624
2023-01-20 08:45:00,465.235,274.520,534.999,422.534,342.141
2023-01-20 09:00:00,418.253,241.568,478.914,424.634,301.416
2023-01-20 09:15:00,423.880,242.224,485.117,390.046,294.544
2023-01-20 09:30:00,415.855,260.295,442.841,382.903,283.383
2023-01-20 09:45:00,332.658,189.524,430.423,297.233,278.654
2023-01-20 10:00:00,395.437,253.235,484.180,396.913,263.838
2023-01-20 10:15:00,312.460,208.198,359.615,296.776,257.041
2023-01-20 10:30:00,337.729,176.528,385.089,300.414,255.772
2023-01-20 10:45:00,349.153,207.822,373.315,353.780,254.936
2023-01-20 11:00:00,309.098,186.438,308.231,288.445,238.645
2023-01-20 11:15:00,296.465,177.521,312.745,263.618,262.091
2023-01-20 11:30:00,274.344,178.771,352.092,206.457,196.055
2023-01-20 11:45:00,260.600,172.509,287.315,242.775,254.213
2023-01-20 12:00:00,237.064,143.484,307.260,208.168,233.254
2023-01-20 12:15:00,284.526,168.131,326.245,254.840,234.484
2023-01-20 12:30:00,292.204,189.417,308.246,260.667,232.614
2023-01-20 12:45:00,282.030,219.377,300.847,219.195,232.623
2023-01-20 13:00:00,225.125,109.945,266.785,263.518,218.773
2023-01-20 13:15:00,222.627,173.000,204.198,189.553,231.270
2023-01-20 13:30:00,196.399,86.818,201.314,195.390,207.270
2023-01-20 13:45:00,208.711,144.708,225.502,187.198,208.488
2023-01-20 14:00:00,252.003,190.042,316.061,171.621,221.278
2023-01-20 14:15:00,274.405,145.276,324.620,249.192,196.584
2023-01-20 14:30:00,215.796,149.036,254.162,201.160,176.438
2023-01-20 14:45:00,231.336,124.212,280.864,200.837,232.341
2023-01-20 15:00:00,247.090,189.866,317.245,259.243,227.338
2023-01-20 15:15:00,248.128,121.281,286.966,267.702,234.144
2023-01-20 15:30:00,235.630,130.848,237.878,223.096,228.814
2023-01-20 15:45:00,256.723,170.154,301.244,245.497,233.724
2023-01-20 16:00:00,235.024,170.552,243.385,190.866,229.648
2023-01-20 16:15:00,240.081,158.371,209.883,195.437,200.631
2023-01-20 16:30:00,247.247,173.089,290.380,213.070,229.093
2023-01-20 16:45:00,230.714,136.234,281.856,256.260,220.437
2023-01-20 17:00:00,214.810,112.349,258.131,185.556,229.738
2023-01-20 17:15:00,212.074,174.463,260.056,224.083,139.678
2023-01-20 17:30:00,201.286,143.305,267.148,169.286,243.532
2023-01-20 17:45:00,183.643,107.175,180.179,147.782,208.712
2023-01-20 18:00:00,171.969,70.436,185.348,147.203,193.400
2023-01-20 18:15:00,190.778,154.585,178.207,163.945,179.163
2023-01-20 18:30:00,156.984,133.648,194.910,128.464,177.544
2023-01-20 18:45:00,126.131,76.548,184.372,150.394,176.696
2023-01-20 19:00:00,128.953,67.304,130.872,117.444,201.648
2023-01-20 19:15:00,96.940,56.529,134.595,84.808,186.238
2023-01-20 19:30:00,111.090,66.939,103.134,102.761,175.573
2023-01-20 19:45:00,86.405,75.402,120.022,99.621,167.715
2023-01-20 20:00:00,65.460,14.102,3.795,60.775,149.763
2023-01-20 20:15:00,69.904,30.847,129.114,71.033,129.675
2023-01-20 20:30:00,32.685,16.654,2.699,52.459,118.986
2023-01-20 20:45:00,39.958,32.433,51.358,13.243,153.346
2023-01-20 21:00:00,46.136,51.648,98.010,24.015,151.175
2023-01-20 21:15:00,73.510,55.556,47.159,70.015,138.310
2023-01-20 21:30:00,119.737,121.632,194.003,94.587,154.281
2023-01-20 21:45:00,137.199,64.390,225.077,121.117,186.525
2023-01-20 22:00:00,129.762,120.886,171.273,95.119,166.486
2023-01-20 22:15:00,139.724,66.974,161.221,109.564,161.668
2023-01-20 22:30:00,124.423,70.992,137.172,138.897,175.924
2023-01-20 22:45:00,180.733,127.157,226.218,158.202,204.466
2023-01-20 23:00:00,211.616,166.997,267.236,184.594,184.802
2023-01-20 23:15:00,237.191,144.333,208.351,200.021,208.781
2023-01-20 23:30:00,268.263,184.184,299.388,227.324,240.468
2023-01-20 23:45:00,310.347,193.835,338.188,262.694,272.479
2023-01-21 00:00:00,263.868,114.125,280.107,214.354,230.808
2023-01-21 00:15:00,353.262,228.659,383.540,309.517,252.133
2023-01-21 00:30:00,378.678,215.103,394.068,345.840,256.535
2023-01-21 00:45:00,422.172,306.199,535.094,402.493,288.833
2023-01-21 01:00:00,490.885,351.035,545.724,449.757,315.665
2023-01-21 01:15:00,453.162,273.656,516.502,394.744,262.414
2023-01-21 01:30:00,454.250,270.520,512.387,406.001,271.166
2023-01-21 01:45:00,489.942,302.738,545.873,437.507,274.867
2023-01-21 02:00:00,555.331,374.275,651.974,496.360,342.397
2023-01-21 02:15:00,592.360,398.443,671.223,536.639,375.886
2023-01-21 02:30:00,550.638,443.116,652.606,526.158,356.660
2023-01-21 02:45:00,606.441,386.470,747.649,572.749,339.544
2023-01-21 03:00:00,560.005,366.287,608.800,550.332,327.499
2023-01-21 03:15:00,571.252,419.607,667.270,505.903,325.066
2023-01-21 03:30:00,584.587,387.140,681.659,513.251,355.436
2023-01-21 03:45:00,532.053,318.633,574.249,481.367,349.475
2023-01-21 04:00:00,570.997,379.697,677.324,550.978,368.874
2023-01-21 04:15:00,602.271,409.097,684.219,507.785,348.674
2023-01-21 04:30:00,574.036,364.581,710.678,530.619,351.601
2023-01-21 04:45:00,587.268,401.606,707.326,532.839,341.512
2023-01-21 05:00:00,570.490,388.476,656.047,538.568,348.611
2023-01-21 05:15:00,551.661,347.118,627.485,516.773,329.247
2023-01-21 05:30:00,571.521,410.281,712.692,539.420,338.534
2023-01-21 05:45:00,542.808,333.235,605.691,510.166,313.324
2023-01-21 06:00:00,556.629,372.742,648.586,573.747,288.540
2023-01-21 06:15:00,505.208,313.332,578.905,504.046,315.209
2023-01-21 06:30:00,550.065,315.219,670.810,524.218,346.124
2023-01-21 06:45:00,533.065,355.452,653.720,479.745,336.899
2023-01-21 07:00:00,548.080,404.485,647.649,495.967,312.291
2023-01-21 07:15:00,542.843,351.502,607.380,524.697,296.523
2023-01-21 07:30:00,510.332,294.380,581.874,495.639,322.697
2023-01-21 07:45:00,546.963,361.077,589.640,484.488,317.912
2023-01-21 08:00:00,515.763,314.779,601.091,430.522,318.198
2023-01-21 08:15:00,500.385,351.595,549.632,420.051,299.112
2023-01-21 08:30:00,471.134,300.521,613.447,459.242,280.446
2023-01-21 08:45:00,490.990,274.830,547.114,481.639,337.464
2023-01-21 09:00:00,430.921,292.812,528.384,396.828,300.647
2023-01-21 09:15:00,517.183,341.391,643.672,482.933,326.426
2023-01-21 09:30:00,481.117,305.229,579.808,481.840,328.442
2023-01-21 09:45:00,446.923,264.530,497.749,455.479,299.084
2023-01-21 10:00:00,395.375,301.722,436.182,378.697,271.338
2023-01-21 10:15:00,395.012,245.460,548.476,362.934,307.849
2023-01-21 10:30:00,397.964,281.104,520.825,356.615,310.201
2023-01-21 10:45:00,392.287,243.405,460.841,354.711,258.750
2023-01-21 11:00:00,374.870,260.686,420.273,327.840,274.857
2023-01-21 11:15:00,339.164,221.793,362.198,326.369,258.252
2023-01-21 11:30:00,306.680,200.043,332.849,279.256,258.203
2023-01-21 11:45:00,301.663,175.419,369.642,259.498,221.603
2023-01-21 12:00:00,308.085,213.459,428.311,308.281,266.201
2023-01-21 12:15:00,325.074,246.426,370.034,311.233,233.384
2023-01-21 12:30:00,293.953,165.210,376.397,276.106,235.154
2023-01-21 12:45:00,237.557,133.605,301.942,215.017,194.567
2023-01-21 13:00:00,304.193,271.340,340.462,289.915,232.048
2023-01-21 13:15:00,278.958,156.283,352.772,248.978,212.956
2023-01-21 13:30:00,291.962,175.911,368.720,329.525,219.595
2023-01-21 13:45:00,274.965,213.319,345.547,303.184,243.886
2023-01-21 14:00:00,313.537,239.145,347.364,270.474,244.627
2023-01-21 14:15:00,301.923,135.548,370.159,272.055,276.664
2023-01-21 14:30:00,271.368,195.525,350.123,229.888,224.619
2023-01-21 14:45:00,298.104,188.893,373.404,232.991,225.097
2023-01-21 15:00:00,277.253,176.481,353.331,292.623,221.465
2023-01-21 15:15:00,271.103,205.345,305.272,246.120,225.662
2023-01-21 15:30:00,286.595,177.583,363.906,239.595,240.253
2023-01-21 15:45:00,314.964,191.928,403.491,251.643,238.780
2023-01-21 16:00:00,314.793,196.577,347.391,294.512,222.724
2023-01-21 16:15:00,304.797,189.391,306.227,288.296,258.725
2023-01-21 16:30:00,303.290,205.822,401.122,288.080,263.256
2023-01-21 16:45:00,295.813,225.362,325.384,295.693,230.660
2023-01-21 17:00:00,267.433,184.520,283.785,265.757,253.720
2023-01-21 17:15:00,278.197,180.506,326.719,227.619,222.192
2023-01-21 17:30:00,273.778,191.615,306.206,227.928,248.277
2023-01-21 17:45:00,260.958,189.127,238.462,261.524,207.288
2023-01-21 18:00:00,255.562,180.566,322.435,221.526,264.947
2023-01-21 18:15:00,232.729,134.591,295.376,181.850,181.440
2023-01-21 18:30:00,211.434,148.047,210.145,164.299,184.768
2023-01-21 18:45:00,209.202,82.992,239.768,213.078,243.244
2023-01-21 19:00:00,175.813,152.627,169.635,181.975,159.516
2023-01-21 19:15:00,146.823,133.712,141.366,137.898,174.276
2023-01-21 19:30:00,143.973,115.818,146.308,111.715,168.078
2023-01-21 19:45:00,124.321,111.957,159.883,112.990,170.288
2023-01-21 20:00:00,120.124,76.227,202.501,107.001,172.637
2023-01-21 20:15:00,119.956,59.209,124.725,100.669,163.685
2023-01-21 20:30:00,104.938,36.862,147.525,111.589,175.307
2023-01-21 20:45:00,114.213,99.442,156.869,94.515,191.100
2023-01-21 21:00:00,86.256,37.301,31.042,91.240,144.044
2023-01-21 21:15:00,128.471,74.162,103.421,125.538,139.214
2023-01-21 21:30:00,147.559,101.517,235.174,104.042,166.884
2023-01-21 21:45:00,132.672,85.300,136.374,165.912,178.466
2023-01-21 22:00:00,188.634,129.231,231.427,186.235,198.370
2023-01-21 22:15:00,219.386,97.398,263.071,166.796,223.631
2023-01-21 22:30:00,181.068,111.857,140.130,134.971,225.966
2023-01-21 22:45:00,226.158,167.607,238.256,242.917,214.273
2023-01-21 23:00:00,273.031,166.675,337.239,255.144,221.894
2023-01-21 23:15:00,294.488,169.863,308.652,283.266,224.710
2023-01-21 23:30:00,345.879,248.691,385.662,326.743,254.993
2023-01-21 23:45:00,378.914,235.688,397.220,372.522,286.888
2023-01-22 00:00:00,401.322,265.472,434.624,394.117,269.661
2023-01-22 00:15:00,391.437,249.173,433.297,340.816,287.312
2023-01-22 00:30:00,454.324,295.300,462.980,429.048,282.208
2023-01-22 00:45:00,456.054,334.675,561.951,388.660,302.086
2023-01-22 01:00:00,516.698,350.152,549.768,451.428,298.794
2023-01-22 01:15:00,537.837,319.050,612.995,488.136,324.918
2023-01-22 01:30:00,597.789,379.261,663.622,512.555,385.719
2023-01-22 01:45:00,526.792,332.099,640.270,467.540,335.407
2023-01-22 02:00:00,511.879,338.131,549.225,423.136,322.352
2023-01-22 02:15:00,613.349,421.396,680.325,563.840,370.207
2023-01-22 02:30:00,640.472,417.103,693.754,625.371,385.448
2023-01-22 02:45:00,635.790,413.325,654.099,585.631,380.154
2023-01-22 03:00:00,599.720,334.029,705.969,552.510,364.000
2023-01-22 03:15:00,627.959,441.275,723.187,569.817,353.232
2023-01-22 03:30:00,652.363,419.839,757.228,621.664,354.325
2023-01-22 03:45:00,637.026,420.533,758.516,584.924,387.891
2023-01-22 04:00:00,650.468,429.211,751.497,574.245,356.631
2023-01-22 04:15:00,645.810,400.546,728.473,597.878,384.900
2023-01-22 04:30:00,684.822,439.036,795.853,664.190,412.069
2023-01-22 04:45:00,656.054,407.008,738.255,572.167,363.869
2023-01-22 05:00:00,655.016,460.344,788.864,581.913,370.192
2023-01-22 05:15:00,584.519,324.341,660.610,535.460,351.043
2023-01-22 05:30:00,610.873,373.235,698.689,554.292,348.381
2023-01-22 05:45:00,568.240,361.304,673.846,532.020,331.042
2023-01-22 06:00:00,632.940,448.848,802.636,560.679,363.577
2023-01-22 06:15:00,614.878,417.366,674.400,554.034,352.076
2023-01-22 06:30:00,610.664,355.980,663.276,562.964,373.019
2023-01-22 06:45:00,592.784,382.422,673.861,547.269,358.522
2023-01-22 07:00:00,589.581,401.261,654.075,599.689,329.793
2023-01-22 07:15:00,607.959,450.846,721.551,576.554,394.290
2023-01-22 07:30:00,607.598,386.445,705.055,525.097,357.668
2023-01-22 07:45:00,568.042,339.616,617.425,500.260,345.971
2023-01-22 08:00:00,605.557,401.671,720.373,527.157,352.802
2023-01-22 08:15:00,537.471,348.274,677.217,529.980,334.790
2023-01-22 08:30:00,557.788,374.145,615.887,489.643,326.797
2023-01-22 08:45:00,567.799,386.332,663.378,535.297,322.757
2023-01-22 09:00:00,514.439,342.384,521.376,484.001,319.795
2023-01-22 09:15:00,489.944,331.668,551.656,418.503,341.798
2023-01-22 09:30:00,487.504,357.770,570.539,439.289,325.138
2023-01-22 09:45:00,469.484,297.888,535.383,426.108,329.722
2023-01-22 10:00:00,454.979,265.125,526.828,383.799,291.640
2023-01-22 10:15:00,460.942,307.462,505.186,463.337,289.680
2023-01-22 10:30:00,500.681,293.409,616.104,464.375,310.999
2023-01-22 10:45:00,435.838,255.255,488.073,436.020,303.583
2023-01-22 11:00:00,409.547,245.653,431.636,425.360,302.182
2023-01-22 11:15:00,430.070,248.277,493.339,399.176,287.052
2023-01-22 11:30:00,415.232,299.115,507.050,390.233,260.812
2023-01-22 11:45:00,378.178,247.038,452.648,330.592,288.805
2023-01-22 12:00:00,374.582,261.148,414.202,373.954,289.811
